ts_us,event_type,side,price,size,order_id,level
1765351554483208,modify,S,100.05,23,4673,4
1765351554483344,cancel,S,100.27,0,5720,2
1765351554483466,modify,B,100.23,22,4169,1
1765351554483584,add,B,99.79,28,8741,9
1765351554483655,add,S,100.34,14,8742,9
1765351554483718,add,B,100.22,15,8743,1
1765351554483876,modify,S,100.34,16,5520,9
1765351554483907,cancel,B,100.02,0,5438,6
1765351554484076,add,S,100.05,45,8744,4
1765351554484109,add,S,100.33,50,8745,9
1765351554484272,add,S,100.0,28,8746,1
1765351554484302,add,B,100.22,17,8747,1
1765351554484400,add,S,99.58,42,8748,3
1765351554484498,modify,S,99.89,20,2531,8
1765351554484663,cancel,S,100.09,0,4814,10
1765351554484726,modify,S,100.27,20,911,2
1765351554484857,cancel,B,100.18,0,2855,7
1765351554484989,trade,,99.86,97,0,0
1765351554485087,cancel,B,100.09,0,6247,8
1765351554485155,cancel,S,100.08,0,6026,7
1765351554485195,add,B,99.82,22,8749,3
1765351554485387,cancel,B,100.22,0,8041,1
1765351554485466,modify,S,100.09,7,3143,6
1765351554485525,add,B,100.1,45,8750,8
1765351554485657,add,B,100.03,27,8751,10
1765351554485784,cancel,B,100.03,0,2030,10
1765351554485796,cancel,B,99.7,0,8676,5
1765351554485922,trade,,99.86,45,0,0
1765351554486029,modify,S,100.05,7,7033,4
1765351554486129,cancel,B,100.03,0,2015,10
1765351554486213,cancel,B,100.03,0,2921,10
1765351554486316,modify,S,99.58,29,4236,3
1765351554486447,add,B,100.02,39,8752,6
1765351554486549,add,B,100.01,11,8753,6
1765351554486649,modify,S,100.08,1,2265,7
1765351554486750,add,B,100.23,25,8754,1
1765351554486849,add,B,100.02,34,8755,4
1765351554486981,trade,,99.86,55,0,0
1765351554487063,modify,S,100.05,17,3859,4
1765351554487152,add,S,100.1,6,8756,10
1765351554487278,trade,,99.87,24,0,0
1765351554487362,cancel,S,100.09,0,1737,6
1765351554487403,add,S,100.09,33,8757,10
1765351554487554,add,S,99.99,14,8758,1
1765351554487665,modify,B,100.23,3,7410,1
1765351554487717,add,S,100.08,27,8759,6
1765351554487817,add,S,100.32,12,8760,9
1765351554487955,cancel,B,99.85,0,7246,2
1765351554488050,add,S,100.31,8,8761,9
1765351554488100,modify,S,100.09,14,228,10
1765351554488246,modify,S,100.31,29,150,9
1765351554488374,trade,,99.86,92,0,0
1765351554488406,add,B,100.09,18,8762,8
1765351554488521,cancel,B,100.23,0,4856,1
1765351554488602,add,S,100.0,50,8763,1
1765351554488716,add,B,100.19,4,8764,7
1765351554488798,modify,B,100.23,7,7527,1
1765351554488893,cancel,B,100.09,0,2202,8
1765351554489001,cancel,S,100.08,0,8472,7
1765351554489116,add,B,100.18,26,8765,7
1765351554489197,cancel,B,100.03,0,4157,10
1765351554489382,trade,,99.87,77,0,0
1765351554489438,modify,S,100.09,18,6578,10
1765351554489512,add,S,100.01,26,8766,1
1765351554489668,add,S,100.01,8,8767,1
1765351554489748,cancel,S,100.31,0,6120,9
1765351554489884,trade,,99.85,31,0,0
1765351554489919,add,B,100.02,25,8768,4
1765351554490041,add,B,99.79,21,8769,9
1765351554490098,add,S,99.92,29,8770,5
1765351554490290,modify,S,100.08,27,108,7
1765351554490370,trade,,99.86,32,0,0
1765351554490446,add,S,99.57,45,8771,3
1765351554490501,add,S,100.02,19,8772,1
1765351554490636,modify,S,100.08,8,7614,6
1765351554490694,add,B,100.08,2,8773,8
1765351554490860,add,B,99.71,8,8774,5
1765351554490901,add,B,99.82,49,8775,3
1765351554491012,trade,,99.86,83,0,0
1765351554491147,modify,B,99.82,28,7484,3
1765351554491268,add,S,100.05,8,8776,4
1765351554491380,add,B,100.02,23,8777,6
1765351554491460,cancel,B,100.02,0,4753,4
1765351554491510,add,S,100.03,22,8778,1
1765351554491648,add,S,100.05,11,8779,4
1765351554491721,cancel,S,100.27,0,6716,2
1765351554491886,add,B,99.72,43,8780,5
1765351554491984,trade,,99.87,97,0,0
1765351554492013,add,B,100.09,41,8781,8
1765351554492097,add,B,100.02,31,8782,4
1765351554492209,modify,S,100.09,2,8251,10
1765351554492335,add,B,99.83,12,8783,3
1765351554492469,add,B,100.18,15,8784,7
1765351554492505,cancel,S,100.31,0,5476,9
1765351554492598,modify,B,99.72,22,8560,5
1765351554492700,modify,S,100.03,21,7002,1
1765351554492797,modify,B,99.83,4,1033,3
1765351554492987,add,S,99.92,50,8785,5
1765351554493010,add,B,99.73,19,8786,5
1765351554493155,cancel,S,100.08,0,3724,7
1765351554493255,add,B,100.01,37,8787,6
1765351554493304,add,S,99.9,43,8788,8
1765351554493462,modify,S,99.9,6,3527,8
1765351554493504,add,B,100.08,37,8789,8
1765351554493668,add,S,100.03,26,8790,1
1765351554493691,add,S,100.08,26,8791,10
1765351554493806,add,S,99.93,32,8792,5
1765351554493986,cancel,S,99.93,0,1788,5
1765351554494025,add,B,100.22,15,8793,1
1765351554494189,modify,B,99.79,20,6805,9
1765351554494230,modify,S,99.9,26,6076,8
1765351554494323,cancel,B,99.83,0,5937,3
1765351554494438,modify,S,99.57,11,7652,3
1765351554494537,add,S,99.57,5,8794,3
1765351554494603,add,B,99.85,20,8795,2
1765351554494692,modify,S,99.57,22,2778,3
1765351554494877,add,B,99.84,29,8796,3
1765351554494911,add,S,100.3,23,8797,9
1765351554495026,modify,B,100.08,7,5190,8
1765351554495129,add,B,100.02,1,8798,6
1765351554495197,add,S,100.04,47,8799,1
1765351554495374,add,B,100.19,30,8800,7
1765351554495490,add,B,100.19,6,8801,7
1765351554495564,add,S,100.09,2,8802,6
1765351554495625,add,B,100.04,20,8803,10
1765351554495719,modify,S,100.04,27,1887,1
1765351554495820,cancel,S,100.27,0,282,2
1765351554495916,add,B,99.84,9,8804,2
1765351554496040,trade,,99.85,77,0,0
1765351554496159,cancel,S,99.93,0,8436,5
1765351554496245,add,B,100.02,48,8805,4
1765351554496356,add,B,100.03,6,8806,4
1765351554496414,add,S,100.07,17,8807,10
1765351554496515,cancel,S,100.04,0,6566,1
1765351554496644,cancel,B,100.03,0,4387,4
1765351554496780,add,S,99.94,49,8808,5
1765351554496875,modify,B,99.73,3,4266,5
1765351554496982,add,B,100.23,40,8809,1
1765351554497072,add,B,100.22,11,8810,1
1765351554497143,modify,B,100.02,18,1469,6
1765351554497250,add,B,99.73,28,8811,5
1765351554497324,modify,S,100.05,18,6566,4
1765351554497465,add,S,100.03,20,8812,1
1765351554497584,add,S,99.91,3,8813,8
1765351554497680,cancel,S,99.91,0,5549,8
1765351554497719,add,B,99.72,28,8814,5
1765351554497822,add,S,99.57,23,8815,3
1765351554497895,modify,S,100.07,6,6773,10
1765351554498004,add,S,100.04,1,8816,1
1765351554498132,trade,,99.86,92,0,0
1765351554498281,trade,,99.85,100,0,0
1765351554498348,cancel,B,100.04,0,8803,10
1765351554498477,cancel,S,100.05,0,535,4
1765351554498521,add,S,100.29,50,8817,9
1765351554498618,cancel,B,99.84,0,1637,3
1765351554498693,cancel,S,99.94,0,4662,5
1765351554498850,add,B,99.71,4,8818,5
1765351554498914,modify,B,100.19,13,445,7
1765351554499063,add,S,100.08,27,8819,6
1765351554499100,add,B,100.08,38,8820,8
1765351554499239,add,B,100.03,34,8821,6
1765351554499370,add,B,99.84,31,8822,2
1765351554499422,trade,,99.86,92,0,0
1765351554499573,add,S,100.26,23,8823,2
1765351554499685,add,S,100.26,43,8824,2
1765351554499779,cancel,B,100.03,0,6947,4
1765351554499855,trade,,99.86,48,0,0
1765351554499907,cancel,B,100.08,0,6802,8
1765351554500053,add,S,100.04,48,8825,1
1765351554500129,trade,,99.86,77,0,0
1765351554500202,add,B,99.7,41,8826,5
1765351554500331,add,B,100.2,50,8827,7
1765351554500470,add,S,100.09,29,8828,7
1765351554500543,add,S,100.06,4,8829,10
1765351554500650,cancel,B,99.84,0,8245,2
1765351554500692,add,S,99.92,46,8830,8
1765351554500873,add,S,99.95,31,8831,5
1765351554500896,add,B,99.83,16,8832,2
1765351554500999,modify,B,100.03,25,1191,6
1765351554501172,modify,S,100.26,1,889,2
1765351554501278,cancel,S,99.95,0,8320,5
1765351554501293,add,S,100.08,1,8833,6
1765351554501478,modify,S,100.05,1,4746,4
1765351554501506,trade,,99.85,20,0,0
1765351554501607,add,S,100.06,23,8834,4
1765351554501725,add,B,99.82,13,8835,2
1765351554501888,cancel,B,100.08,0,4128,8
1765351554501950,cancel,S,100.26,0,2143,2
1765351554502074,cancel,B,100.08,0,5136,8
1765351554502138,trade,,99.86,7,0,0
1765351554502277,add,B,100.2,18,8836,7
1765351554502353,add,B,99.71,48,8837,5
1765351554502442,cancel,S,99.95,0,3615,5
1765351554502528,cancel,S,100.26,0,5586,2
1765351554502653,cancel,B,100.22,0,681,1
1765351554502756,add,B,100.04,41,8838,10
1765351554502821,add,B,100.04,4,8839,4
1765351554502900,add,S,100.3,10,8840,9
1765351554503082,add,B,100.04,12,8841,6
1765351554503154,cancel,B,100.04,0,3990,4
1765351554503233,cancel,B,99.79,0,6150,9
1765351554503324,add,B,99.83,4,8842,2
1765351554503440,add,B,99.82,33,8843,2
1765351554503510,trade,,99.85,22,0,0
1765351554503644,add,S,100.09,33,8844,7
1765351554503761,add,B,100.05,25,8845,10
1765351554503797,add,S,99.96,35,8846,5
1765351554503909,modify,S,100.09,15,2384,7
1765351554504078,cancel,S,100.3,0,3159,9
1765351554504102,add,B,99.7,40,8847,5
1765351554504229,modify,S,100.26,26,7629,2
1765351554504308,cancel,S,99.92,0,1324,8
1765351554504489,add,B,99.82,17,8848,2
1765351554504536,cancel,B,100.2,0,133,7
1765351554504657,add,B,99.81,27,8849,2
1765351554504731,add,B,99.81,13,8850,2
1765351554504837,add,S,100.06,20,8851,4
1765351554504973,add,S,100.09,36,8852,6
1765351554505036,add,B,99.82,11,8853,2
1765351554505107,add,S,100.3,14,8854,9
1765351554505289,add,B,99.82,16,8855,2
1765351554505295,add,S,100.06,12,8856,10
1765351554505441,modify,B,100.04,29,7557,4
1765351554505510,add,S,100.26,16,8857,2
1765351554505602,add,S,100.05,35,8858,4
1765351554505694,add,B,100.21,11,8859,1
1765351554505832,cancel,B,100.08,0,4833,8
1765351554505980,modify,B,100.05,4,7148,10
1765351554506019,add,B,99.79,27,8860,9
1765351554506165,cancel,S,99.57,0,7755,3
1765351554506251,modify,B,100.08,20,2358,8
1765351554506310,add,S,100.27,35,8861,2
1765351554506481,add,S,100.04,14,8862,4
1765351554506498,add,B,100.05,50,8863,10
1765351554506641,add,B,99.85,9,8864,3
1765351554506691,cancel,S,99.57,0,2522,3
1765351554506847,cancel,B,100.08,0,1627,8
1765351554506976,add,B,99.86,3,8865,3
1765351554507061,add,S,100.1,5,8866,6
1765351554507148,add,S,100.31,46,8867,9
1765351554507267,cancel,B,99.82,0,3632,2
1765351554507356,cancel,B,100.04,0,4029,6
1765351554507438,add,B,100.2,2,8868,7
1765351554507585,modify,B,100.04,29,395,6
1765351554507617,trade,,99.86,2,0,0
1765351554507764,add,B,99.86,21,8869,3
1765351554507791,modify,S,100.04,14,7058,4
1765351554507912,add,S,99.56,22,8870,3
1765351554507992,add,S,100.09,6,8871,6
1765351554508107,add,S,100.32,17,8872,9
1765351554508210,trade,,99.86,12,0,0
1765351554508358,add,B,100.21,49,8873,7
1765351554508411,trade,,99.86,40,0,0
1765351554508534,trade,,99.87,82,0,0
1765351554508665,add,B,99.81,43,8874,2
1765351554508769,trade,,99.86,66,0,0
1765351554508890,trade,,99.86,86,0,0
1765351554508966,add,S,100.04,18,8875,1
1765351554509018,add,B,100.07,39,8876,8
1765351554509096,add,B,99.82,28,8877,2
1765351554509233,modify,S,100.09,14,2005,6
1765351554509372,modify,S,100.04,15,7462,4
1765351554509439,add,B,99.86,30,8878,3
1765351554509575,cancel,S,100.09,0,7942,7
1765351554509673,cancel,B,100.04,0,8009,4
1765351554509744,add,S,100.04,2,8879,1
1765351554509808,cancel,B,100.05,0,1559,10
1765351554509892,cancel,S,100.32,0,6060,9
1765351554510075,trade,,99.86,43,0,0
1765351554510189,add,S,99.56,42,8880,3
1765351554510236,cancel,B,99.86,0,6066,3
1765351554510349,trade,,99.87,73,0,0
1765351554510478,trade,,99.87,25,0,0
1765351554510513,modify,B,99.79,27,2646,9
1765351554510612,modify,B,100.21,16,3219,1
1765351554510717,add,S,99.96,36,8881,5
1765351554510827,add,B,99.7,14,8882,5
1765351554510929,add,B,99.85,32,8883,3
1765351554511083,trade,,99.86,65,0,0
1765351554511100,add,B,99.69,13,8884,5
1765351554511224,add,B,100.21,35,8885,1
1765351554511381,add,B,100.07,10,8886,8
1765351554511472,cancel,S,100.09,0,2465,6
1765351554511564,cancel,B,99.79,0,4723,9
1765351554511654,add,B,100.05,36,8887,6
1765351554511754,add,S,100.06,7,8888,10
1765351554511821,trade,,99.88,12,0,0
1765351554511897,add,B,100.06,8,8889,10
1765351554512041,cancel,B,99.79,0,1771,9
1765351554512124,cancel,S,100.09,0,4532,7
1765351554512265,add,S,100.1,43,8890,7
1765351554512333,add,B,99.86,2,8891,3
1765351554512454,add,B,100.04,16,8892,6
1765351554512584,add,B,99.86,47,8893,3
1765351554512619,add,S,100.09,39,8894,6
1765351554512789,cancel,S,100.27,0,4891,2
1765351554512827,cancel,B,100.21,0,2718,7
1765351554512926,cancel,B,100.04,0,5238,4
1765351554512996,add,S,100.09,40,8895,6
1765351554513128,add,S,99.96,39,8896,5
1765351554513206,add,B,99.85,47,8897,3
1765351554513367,add,S,100.1,36,8898,6
1765351554513467,add,B,99.81,25,8899,2
1765351554513580,add,B,99.8,8,8900,9
1765351554513630,cancel,B,100.07,0,8589,8
1765351554513763,add,B,99.7,49,8901,5
1765351554513794,add,S,100.11,3,8902,7
1765351554513958,cancel,S,100.11,0,2542,7
1765351554514084,add,B,100.05,47,8903,10
1765351554514168,modify,B,99.7,27,3891,5
1765351554514254,add,S,100.32,30,8904,9
1765351554514332,add,S,100.27,22,8905,2
1765351554514400,add,B,99.71,40,8906,5
1765351554514520,cancel,S,100.06,0,2289,10
1765351554514683,trade,,99.87,5,0,0
1765351554514725,add,B,100.21,9,8907,1
1765351554514844,modify,S,100.1,21,8100,6
1765351554514988,cancel,S,100.06,0,3000,10
1765351554515030,add,S,100.11,22,8908,6
1765351554515149,add,B,100.22,21,8909,1
1765351554515251,add,S,100.06,24,8910,10
1765351554515382,add,S,99.57,44,8911,3
1765351554515401,add,S,100.28,17,8912,2
1765351554515496,add,S,99.96,47,8913,5
1765351554515636,trade,,99.87,47,0,0
1765351554515757,add,S,100.03,29,8914,4
1765351554515840,modify,S,100.04,9,2242,1
1765351554515908,add,B,99.71,9,8915,5
1765351554516081,add,B,100.05,19,8916,4
1765351554516169,add,S,99.95,46,8917,5
1765351554516279,add,S,99.96,24,8918,5
1765351554516295,add,B,99.7,12,8919,5
1765351554516420,add,B,100.22,20,8920,1
1765351554516580,cancel,S,99.92,0,6087,8
1765351554516605,trade,,99.87,17,0,0
1765351554516695,add,S,99.56,8,8921,3
1765351554516874,add,B,99.8,24,8922,2
1765351554516956,trade,,99.86,38,0,0
1765351554517067,cancel,S,99.56,0,5,3
1765351554517131,add,B,100.21,7,8923,1
1765351554517269,add,B,99.85,6,8924,3
1765351554517353,add,S,99.56,3,8925,3
1765351554517407,cancel,B,99.85,0,1955,3
1765351554517507,modify,S,100.11,9,8056,7
1765351554517596,add,B,100.04,8,8926,4
1765351554517692,add,S,99.97,23,8927,5
1765351554517809,add,B,100.22,48,8928,1
1765351554517918,add,S,100.29,47,8929,2
1765351554518061,add,S,100.05,18,8930,10
1765351554518186,add,B,99.71,20,8931,5
1765351554518247,add,S,99.93,10,8932,8
1765351554518340,cancel,B,99.8,0,1158,2
1765351554518490,cancel,S,100.11,0,1301,7
1765351554518524,add,B,100.03,28,8933,4
1765351554518646,add,S,100.3,35,8934,2
1765351554518708,cancel,S,100.32,0,7211,9
1765351554518890,add,S,99.56,24,8935,3
1765351554518957,cancel,B,100.04,0,8296,6
1765351554519046,modify,B,100.03,26,6982,4
1765351554519132,add,S,99.97,12,8936,5
1765351554519229,add,B,99.7,27,8937,5
1765351554519359,add,B,99.69,8,8938,5
1765351554519476,cancel,B,100.07,0,5047,8
1765351554519521,modify,B,100.03,2,530,4
1765351554519632,add,B,99.85,19,8939,3
1765351554519702,trade,,99.86,33,0,0
1765351554519819,add,B,100.05,38,8940,6
1765351554519971,add,S,99.94,1,8941,8
1765351554520073,add,B,100.2,44,8942,7
1765351554520185,add,S,100.1,20,8943,7
1765351554520271,modify,S,99.56,11,5932,3
1765351554520378,trade,,99.86,27,0,0
1765351554520480,cancel,B,100.22,0,2452,1
1765351554520585,trade,,99.87,95,0,0
1765351554520668,add,B,100.05,21,8944,10
1765351554520771,add,S,99.94,47,8945,8
1765351554520861,modify,S,99.56,28,185,3
1765351554520898,add,S,100.04,2,8946,4
1765351554521022,add,B,99.8,32,8947,2
1765351554521176,modify,B,99.8,6,2704,2
1765351554521271,modify,S,99.94,7,898,8
1765351554521326,add,B,100.08,9,8948,8
1765351554521435,cancel,S,100.3,0,2143,2
1765351554521565,add,B,100.02,41,8949,4
1765351554521646,cancel,B,99.69,0,8376,5
1765351554521772,add,S,100.04,13,8950,4
1765351554521866,modify,S,100.3,29,4463,2
1765351554521906,add,S,99.93,30,8951,8
1765351554522025,add,S,100.03,6,8952,4
1765351554522150,add,S,100.03,13,8953,4
1765351554522205,add,S,100.11,39,8954,7
1765351554522335,cancel,S,100.05,0,4981,10
1765351554522485,trade,,99.87,44,0,0
1765351554522554,add,B,100.19,24,8955,7
1765351554522619,add,B,100.23,12,8956,1
1765351554522780,add,B,100.01,47,8957,4
1765351554522825,add,S,99.93,7,8958,8
1765351554522977,add,S,100.32,2,8959,9
1765351554523084,cancel,B,100.08,0,4080,8
1765351554523163,modify,B,99.69,26,5495,5
1765351554523219,trade,,99.86,82,0,0
1765351554523294,trade,,99.85,13,0,0
1765351554523471,modify,S,100.32,29,7501,9
1765351554523553,cancel,S,99.93,0,8847,8
1765351554523610,modify,B,100.23,21,5575,1
1765351554523717,add,B,100.01,19,8960,4
1765351554523856,trade,,99.85,56,0,0
1765351554523944,add,B,100.19,8,8961,7
1765351554524061,trade,,99.86,26,0,0
1765351554524091,add,B,100.05,12,8962,10
1765351554524210,add,S,100.06,15,8963,10
1765351554524304,add,S,100.29,23,8964,2
1765351554524480,add,S,100.1,42,8965,6
1765351554524552,trade,,99.86,17,0,0
1765351554524611,add,B,99.81,8,8966,9
1765351554524762,cancel,S,100.04,0,7277,1
1765351554524867,cancel,S,100.04,0,796,1
1765351554524919,add,S,100.05,7,8967,10
1765351554525086,trade,,99.86,3,0,0
1765351554525163,add,B,100.08,37,8968,8
1765351554525242,modify,S,100.11,1,2763,7
1765351554525348,add,S,100.04,39,8969,1
1765351554525422,cancel,S,100.11,0,4787,7
1765351554525568,add,S,100.03,14,8970,1
1765351554525601,cancel,S,99.93,0,3952,8
1765351554525772,cancel,B,100.23,0,8269,1
1765351554525842,add,B,100.04,39,8971,10
1765351554525923,cancel,S,100.1,0,3534,6
1765351554526082,cancel,B,99.85,0,985,3
1765351554526117,trade,,99.85,40,0,0
1765351554526264,modify,S,100.32,11,8029,9
1765351554526332,modify,S,99.97,9,1746,5
1765351554526419,add,B,99.81,28,8972,2
1765351554526553,add,B,99.8,44,8973,2
1765351554526600,add,B,100.04,23,8974,6
1765351554526788,cancel,S,99.56,0,4809,3
1765351554526845,add,B,100.08,24,8975,8
1765351554526959,add,B,99.8,25,8976,9
1765351554527030,add,S,99.98,22,8977,5
1765351554527170,add,S,99.98,21,8978,5
1765351554527274,modify,S,99.98,8,5543,5
1765351554527370,trade,,99.85,11,0,0
1765351554527445,add,B,100.09,10,8979,8
1765351554527529,add,B,99.79,5,8980,9
1765351554527632,modify,B,100.09,18,322,8
1765351554527763,modify,S,99.56,4,3387,3
1765351554527853,add,B,100.09,14,8981,8
1765351554527895,add,B,100.08,22,8982,8
1765351554528036,add,B,99.8,16,8983,2
1765351554528175,modify,S,99.93,13,2394,8
1765351554528248,cancel,B,99.79,0,2048,9
1765351554528389,trade,,99.85,36,0,0
1765351554528409,cancel,B,99.85,0,3689,3
1765351554528494,add,B,99.79,33,8984,2
1765351554528628,add,S,99.94,45,8985,8
1765351554528743,add,B,100.18,47,8986,7
1765351554528820,cancel,B,100.01,0,2011,4
1765351554528944,modify,S,99.56,9,1393,3
1765351554529001,modify,S,100.03,12,5089,1
1765351554529103,add,S,99.57,39,8987,3
1765351554529250,add,S,100.04,26,8988,10
1765351554529306,cancel,B,100.04,0,6894,10
1765351554529426,cancel,B,99.79,0,6847,2
1765351554529530,add,S,100.31,4,8989,9
1765351554529651,modify,S,99.57,16,5424,3
1765351554529734,add,B,100.18,35,8990,7
1765351554529877,add,S,99.93,21,8991,8
1765351554529917,modify,B,100.08,22,3157,8
1765351554530005,add,S,100.3,46,8992,9
1765351554530143,add,B,99.84,48,8993,3
1765351554530260,add,B,100.04,30,8994,10
1765351554530319,trade,,99.85,83,0,0
1765351554530404,add,S,100.29,42,8995,2
1765351554530523,add,S,100.1,39,8996,7
1765351554530604,add,S,100.1,7,8997,6
1765351554530738,add,B,99.68,36,8998,5
1765351554530814,add,B,99.78,4,8999,9
1765351554530970,add,S,99.56,16,9000,3
1765351554531077,add,B,99.69,12,9001,5
1765351554531110,add,S,99.57,36,9002,3
1765351554531244,trade,,99.86,89,0,0
1765351554531365,cancel,B,100.01,0,8155,4
1765351554531463,trade,,99.85,79,0,0
1765351554531564,modify,B,100.04,12,3981,10
1765351554531660,add,S,100.03,20,9003,10
1765351554531724,add,S,100.02,39,9004,1
1765351554531823,cancel,B,100.04,0,4627,6
1765351554531949,cancel,B,100.08,0,1779,8
1765351554532088,add,S,99.99,47,9005,5
1765351554532131,add,B,100.17,16,9006,7
1765351554532246,cancel,S,100.1,0,7238,7
1765351554532346,add,B,100.23,33,9007,1
1765351554532482,modify,B,99.69,26,7160,5
1765351554532508,modify,S,100.1,29,1097,6
1765351554532609,add,S,100.11,26,9008,7
1765351554532732,trade,,99.85,37,0,0
1765351554532818,cancel,S,100.03,0,8355,10
1765351554532978,cancel,S,99.93,0,67,8
1765351554532991,add,B,100.24,50,9009,1
1765351554533179,add,B,100.18,7,9010,7
1765351554533208,modify,B,99.79,29,7949,2
1765351554533293,add,B,99.7,2,9011,5
1765351554533483,trade,,99.85,93,0,0
1765351554533588,modify,B,100.18,8,228,7
1765351554533631,add,S,100.3,42,9012,2
1765351554533693,modify,B,99.79,1,1431,2
1765351554533866,add,B,99.77,26,9013,9
1765351554533953,trade,,99.85,30,0,0
1765351554534067,cancel,S,100.02,0,7467,1
1765351554534128,cancel,B,100.01,0,8478,4
1765351554534221,add,B,100.01,5,9014,4
1765351554534365,add,S,99.93,9,9015,8
1765351554534431,add,S,100.3,23,9016,9
1765351554534575,add,B,100.09,44,9017,8
1765351554534654,trade,,99.86,18,0,0
1765351554534734,add,B,100.08,49,9018,8
1765351554534868,modify,S,100.11,23,1951,7
1765351554534968,modify,S,100.03,6,5455,10
1765351554535086,add,S,100.0,38,9019,5
1765351554535128,cancel,S,100.03,0,5130,10
1765351554535196,add,B,100.08,50,9020,8
1765351554535373,trade,,99.85,73,0,0
1765351554535468,add,S,100.11,8,9021,6
1765351554535588,add,B,100.23,1,9022,1
1765351554535661,cancel,S,99.93,0,8753,8
1765351554535712,add,S,100.12,20,9023,6
1765351554535848,add,B,100.03,25,9024,10
1765351554535979,add,S,100.13,47,9025,6
1765351554536069,add,S,100.03,46,9026,4
1765351554536091,add,B,100.02,7,9027,4
1765351554536290,trade,,99.85,80,0,0
1765351554536354,add,B,99.71,41,9028,5
1765351554536454,add,B,100.22,35,9029,1
1765351554536542,add,S,100.1,30,9030,7
1765351554536621,modify,B,100.04,9,8569,6
1765351554536751,add,B,100.04,25,9031,6
1765351554536878,add,B,99.78,11,9032,9
1765351554536988,trade,,99.84,67,0,0
1765351554537010,cancel,B,99.84,0,7405,3
1765351554537188,add,S,100.1,32,9033,7
1765351554537196,add,B,99.71,37,9034,5
1765351554537301,cancel,S,99.93,0,384,8
1765351554537393,modify,S,100.13,16,7853,6
1765351554537566,add,B,99.85,1,9035,3
1765351554537636,add,S,100.04,18,9036,10
1765351554537776,add,B,100.19,1,9037,7
1765351554537853,add,S,100.13,46,9038,6
1765351554537978,add,B,100.18,27,9039,7
1765351554538089,cancel,S,100.03,0,4104,4
1765351554538147,add,S,100.05,43,9040,10
1765351554538219,add,B,100.03,37,9041,6
1765351554538380,cancel,S,100.3,0,6495,2
1765351554538448,cancel,B,99.78,0,8332,9
1765351554538525,add,S,100.31,9,9042,9
1765351554538646,add,S,100.03,38,9043,1
1765351554538723,add,B,99.71,9,9044,5
1765351554538829,add,B,100.02,22,9045,4
1765351554538959,cancel,S,100.03,0,4675,1
1765351554539085,trade,,99.85,32,0,0
1765351554539172,cancel,S,100.1,0,6734,7
1765351554539254,modify,B,100.03,16,639,6
1765351554539303,modify,B,99.79,23,6540,2
1765351554539478,cancel,S,100.1,0,759,7
1765351554539552,cancel,B,99.79,0,7723,2
1765351554539686,add,S,100.31,34,9046,9
1765351554539731,add,S,100.0,2,9047,5
1765351554539844,cancel,S,100.13,0,3140,6
1765351554539900,add,B,99.8,33,9048,2
1765351554540007,add,S,100.3,10,9049,2
1765351554540120,add,B,99.86,50,9050,3
1765351554540287,add,S,100.02,49,9051,1
1765351554540304,cancel,S,100.02,0,4900,1
1765351554540479,trade,,99.85,80,0,0
1765351554540536,add,B,100.18,2,9052,7
1765351554540638,add,B,100.19,18,9053,7
1765351554540705,trade,,99.86,78,0,0
1765351554540835,add,S,100.03,18,9054,1
1765351554540956,modify,S,100.3,18,6429,2
1765351554540998,add,S,100.04,33,9055,4
1765351554541160,modify,B,100.08,5,3168,8
1765351554541204,add,B,99.81,45,9056,2
1765351554541334,modify,S,100.13,2,7890,6
1765351554541470,cancel,B,100.22,0,2713,1
1765351554541581,modify,S,100.3,2,8823,2
1765351554541689,add,B,100.04,9,9057,10
1765351554541733,add,B,100.05,42,9058,10
1765351554541821,add,S,100.01,42,9059,5
1765351554541980,add,S,100.11,36,9060,7
1765351554542073,modify,B,99.81,18,3531,2
1765351554542153,trade,,99.85,36,0,0
1765351554542286,modify,B,99.81,14,1282,2
1765351554542381,add,B,100.03,9,9061,4
1765351554542489,add,B,99.82,9,9062,2
1765351554542527,modify,S,100.31,18,4105,9
1765351554542597,add,S,100.32,40,9063,9
1765351554542697,add,S,99.92,2,9064,8
1765351554542864,cancel,B,100.05,0,3894,10
1765351554542913,add,B,100.21,8,9065,1
1765351554543035,trade,,99.86,16,0,0
1765351554543149,cancel,B,100.05,0,1786,10
1765351554543211,add,S,99.92,39,9066,8
1765351554543302,add,B,99.7,39,9067,5
1765351554543449,cancel,B,99.86,0,3690,3
1765351554543541,add,B,99.82,38,9068,2
1765351554543681,trade,,99.86,5,0,0
1765351554543717,add,S,100.33,17,9069,9
1765351554543890,add,B,100.2,30,9070,7
1765351554543946,cancel,B,99.7,0,1944,5
1765351554544017,cancel,S,100.05,0,2823,10
1765351554544117,add,S,100.05,48,9071,10
1765351554544254,modify,S,100.03,2,8745,1
1765351554544297,add,S,100.11,8,9072,7
1765351554544437,modify,B,100.03,23,6628,4
1765351554544532,add,S,100.02,3,9073,1
1765351554544665,cancel,B,100.03,0,8060,4
1765351554544777,add,B,99.7,1,9074,5
1765351554544837,add,B,100.21,26,9075,7
1765351554544916,add,B,100.04,38,9076,6
1765351554545047,add,S,100.04,2,9077,4
1765351554545165,modify,B,99.7,21,4415,5
1765351554545259,add,S,100.32,6,9078,9
1765351554545378,modify,S,100.01,25,120,5
1765351554545475,trade,,99.85,2,0,0
